# DESeq2/Condition GF vs wt
NVE100	K07152
NVE2138	K07944
NVE21382	K17609
NVE21389	K10808
NVE21410	K10739
NVE21414	K11140
NVE21432	K00031
NVE21445	K09332
NVE21451	K12741
NVE21452	K01836
NVE21455	K01893
NVE21498	K20349
NVE21503	K00922
NVE21509	K05312
NVE21530	K22070
NVE21560	K19525
NVE21586	K08606
NVE21625	K17253
NVE21632	K10454
NVE2172	K04043
NVE21734	K03833
NVE21741	K15306
NVE21774	K00488
NVE21786	K03252
NVE21843	K00297
NVE21851	K04397
NVE21878	K00049
NVE21891	K00746
NVE21910	K18584
NVE2193	K12035
NVE2194	K12035
NVE21968	K14209
NVE21969	K05864
NVE21987	K14007
NVE21991	K14616
NVE21993	K09608
NVE21999	K17503
NVE22030	K09850
NVE22045	K09608
NVE22050	K01279
NVE22157	K03781
NVE22193	K00413
NVE22201	K05695
NVE2223	K00544
NVE22243	K17509
NVE22265	K19942
NVE22293	K03238
NVE22299	K13051
NVE22317	K01596
NVE22318	K01596
NVE22347	K01939
NVE22362	K00658
NVE22376	K01724
NVE22411	K03233
NVE22414	K00963
NVE2242	K01441
NVE22444	K01958
NVE22473	K08003
NVE22503	K00710
NVE22509	K13278
NVE2252	K13044
NVE22525	K04079
NVE2253	K07178
NVE22530	K02183
NVE22539	K08585
NVE22567	K11584
NVE22575	K21737
NVE22615	K00128
NVE2267	K07376
NVE22672	K03062
NVE22673	K13187
NVE22695	K06099
NVE2273	K05306
NVE22740	K15290
NVE22752	K03294
NVE22759	K13111
NVE22770	K07386
NVE22853	K18237
NVE22856	K09583
NVE22894	K05051
NVE22958	K18666
NVE22973	K15303
NVE22976	K03505
NVE22977	K11666
NVE22978	K07752
NVE22991	K16353
NVE23006	K09291
NVE23028	K15789
NVE23033	K05218
NVE23052	K06630
NVE2309	K00236
NVE2315	K05673
NVE2316	K18890
NVE23170	K21752
NVE23171	K01482
NVE23181	K05765
NVE23199	K22198
NVE23201	K20352
NVE23211	K08493
NVE23257	K01958
NVE2328	K13868
NVE23281	K04688
NVE23285	K20478
NVE23299	K13344
NVE23306	K08467
NVE23323	K13868
NVE23334	K12351
NVE23339	K12230
NVE23353	K08375
NVE23354	K19199
NVE23357	K05673
NVE23359	K05673
NVE2336	K17086
NVE23390	K17725
NVE234	K10436
NVE23430	K05023
NVE23472	K10382
NVE23561	K01047
NVE23568	K13346
NVE23572	K09877
NVE23609	K16669
NVE23672	K05759
NVE23706	K01070
NVE2372	K04607
NVE23723	K06275
NVE2377	K11564
NVE23805	K06254
NVE23810	K01310
NVE23815	K01183
NVE23819	K04536
NVE23820	K07903
NVE23864	K04507
NVE239	K03434
NVE23920	K00681
NVE23921	K04248
NVE23924	K04249
NVE23931	K07939
NVE23952	K11173
NVE23975	K03540
NVE23976	K02257
NVE23990	K10949
NVE24009	K02267
NVE24041	K11252
NVE24069	K03652
NVE24095	K04988
NVE24121	K04739
NVE24126	K04969
NVE24132	K13212
NVE24134	K01530
NVE24140	K00789
NVE24144	K01887
NVE24168	K11654
NVE24172	K16480
NVE24188	K12751
NVE24193	K05673
NVE24194	K01558
NVE24283	K08813
NVE24297	K00261
NVE24309	K01052
NVE24383	K06874
NVE24412	K19678
NVE24414	K18628
NVE2445	K00128
NVE2446	K12382
NVE24493	K17267
NVE24524	K15015
NVE2456	K20478
NVE24594	K17824
NVE24597	K00738
NVE24600	K09515
NVE24621	K00815
NVE24635	K03783
NVE24637	K12875
NVE247	K15423
NVE24728	K01869
NVE24732	K01183
NVE24795	K00294
NVE24813	K00471
NVE24815	K13866
NVE24826	K00456
NVE2489	K20360
NVE24898	K17985
NVE24912	K14001
NVE2492	K04612
NVE24920	K09345
NVE2496	K01835
NVE24963	K14693
NVE24988	K21548
NVE24992	K09569
NVE24996	K19196
NVE24997	K21870
NVE2501	K05857
NVE25016	K09553
NVE25021	K09491
NVE25022	K00512
NVE25028	K00621
NVE25029	K17610
NVE2505	K12663
NVE25055	K05695
NVE25076	K17260
NVE25081	K01858
NVE25092	K05034
NVE25120	K18729
NVE25126	K07874
NVE2517	K06639
NVE25197	K03105
NVE25222	K05673
NVE25230	K11969
NVE25257	K02649
NVE25265	K11647
NVE25266	K12389
NVE25267	K12389
NVE25329	K04150
NVE25332	K06238
NVE25334	K06238
NVE2534	K11248
NVE25346	K19416
NVE25388	K17543
NVE2539	K05765
NVE25458	K08868
NVE25476	K11143
NVE25488	K19347
NVE25492	K13516
NVE255	K06238
NVE25517	K04456
NVE25544	K04795
NVE25552	K12840
NVE25559	K00227
NVE25599	K00474
NVE25601	K11804
NVE25606	K03016
NVE2562	K10350
NVE25651	K08228
NVE25653	K12459
NVE25664	K08202
NVE25674	K10575
NVE25689	K18082
NVE25695	K11308
NVE25698	K12893
NVE25706	K11394
NVE25828	K08669
NVE25875	K12132
NVE25931	K09554
NVE25962	K01619
NVE25965	K05236
NVE25969	K10482
NVE26008	K20173
NVE26013	K00461
NVE26036	K17043
NVE26069	K08606
NVE26076	K07293
NVE26083	K00734
NVE26088	K04500
NVE26093	K01415
NVE26101	K03189
NVE26102	K17500
NVE26111	K12861
NVE26113	K09459
NVE26120	K04802
NVE26144	K15438
NVE26168	K04649
NVE2619	K13051
NVE2635	K12132
NVE2641	K12403
NVE2689	K03377
NVE2735	K04364
NVE274	K17497
NVE277	K08375
NVE2772	K04988
NVE2773	K06639
NVE2825	K12585
NVE2835	K01186
NVE287	K01069
NVE2870	K05692
NVE2871	K18441
NVE2908	K00457
NVE2932	K16942
NVE2949	K19681
NVE2956	K17579
NVE2963	K16896
NVE2988	K08369
NVE3014	K00419
NVE3038	K12893
NVE3047	K04615
NVE3048	K04615
NVE3078	K02266
NVE3081	K07903
NVE3082	K05725
NVE3085	K00248
NVE3094	K14298
NVE3113	K20478
NVE3124	K19269
NVE314	K07301
NVE3184	K14800
NVE3191	K00323
NVE3211	K21873
NVE3217	K01176
NVE3248	K12489
NVE3249	K17784
NVE3259	K00010
NVE3273	K05673
NVE3274	K11456
NVE3278	K17360
NVE3285	K00789
NVE3286	K00789
NVE3290	K11135
NVE3324	K19363
NVE3334	K02969
NVE3366	K14788
NVE3402	K07189
NVE3404	K00280
NVE3436	K09377
NVE3457	K05766
NVE3462	K18592
NVE3498	K08547
NVE35	K11436
NVE3513	K01262
NVE3515	K14559
NVE3566	K01648
NVE3584	K19640
NVE3615	K10419
NVE3618	K06185
NVE3621	K02091
NVE3625	K15014
NVE3628	K07378
NVE363	K01681
NVE3638	K21196
NVE3639	K13194
NVE3700	K04393
NVE3742	K16833
NVE3747	K11345
NVE3773	K00854
NVE3788	K01349
NVE3823	K04984
NVE3827	K14397
NVE3893	K17928
NVE3914	K20128
NVE3929	K14455
NVE3937	K04371
NVE3942	K17046
NVE3943	K17046
NVE3958	K07369
NVE3965	K05673
NVE3966	K05673
NVE4019	K16802
NVE4035	K04351
NVE4036	K04351
NVE4103	K01907
NVE4109	K07936
NVE4127	K02265
NVE4170	K09578
NVE4179	K13912
NVE420	K02939
NVE4208	K10297
NVE4209	K03283
NVE4232	K00471
NVE4236	K17264
NVE4283	K19367
NVE4295	K12886
NVE4313	K10277
NVE4352	K12581
NVE4409	K01953
NVE4411	K12389
NVE442	K14004
NVE4423	K04362
NVE4432	K00164
NVE4435	K18402
NVE4437	K09584
NVE444	K20100
NVE4443	K17871
NVE4506	K15075
NVE4509	K06835
NVE456	K05636
NVE4573	K01810
NVE4574	K20880
NVE459	K04513
NVE460	K17732
NVE4645	K20121
NVE4661	K05673
NVE4683	K03687
NVE4694	K00615
NVE4696	K20520
NVE4716	K07192
NVE4740	K06619
NVE4741	K11089
NVE4742	K11089
NVE4768	K15028
NVE4837	K18417
NVE4855	K03098
NVE4856	K03098
NVE4860	K04988
NVE4886	K03124
NVE4961	K03010
NVE5002	K16540
NVE5003	K12845
NVE5010	K12462
NVE5022	K06843
NVE5050	K15791
NVE5100	K00864
NVE5115	K14613
NVE5120	K00471
NVE5154	K01674
NVE5191	K10252
NVE5193	K07877
NVE5197	K16532
NVE520	K19603
NVE5200	K01872
NVE5203	K09503
NVE5223	K01365
NVE5234	K06051
NVE5285	K19754
NVE5287	K12667
NVE5331	K09381
NVE5349	K05728
NVE5379	K15076
NVE5385	K05863
NVE5391	K00286
NVE5399	K09667
NVE5408	K09057
NVE5421	K13649
NVE5422	K07378
NVE5426	K12319
NVE5443	K11968
NVE5446	K05093
NVE5447	K19873
NVE545	K08892
NVE546	K12132
NVE5461	K00311
NVE5467	K04362
NVE5471	K09366
NVE5475	K03849
NVE5478	K00729
NVE551	K01079
NVE5513	K11170
NVE5519	K02520
NVE5525	K14209
NVE5526	K14209
NVE5531	K07841
NVE555	K00327
NVE5553	K00411
NVE5563	K08009
NVE5600	K02727
NVE5606	K22078
NVE5619	K00939
NVE563	K05756
NVE5647	K15377
NVE5649	K16731
NVE572	K13240
NVE575	K08606
NVE5838	K20364
NVE5875	K20478
NVE5877	K20478
NVE5880	K08621
NVE5891	K03249
NVE5896	K03083
NVE59	K19501
NVE5910	K03139
NVE596	K09479
NVE5994	K00472
NVE6002	K19348
NVE6012	K18669
NVE611	K04266
NVE6111	K01712
NVE6114	K01745
NVE6122	K07526
NVE6142	K22369
NVE616	K13288
NVE6179	K01298
NVE6229	K03447
NVE6262	K01128
NVE6284	K06107
NVE6288	K01019
NVE6332	K00207
NVE6336	K04679
NVE6339	K13800
NVE6370	K08606
NVE6394	K05692
NVE6399	K10712
NVE640	K00968
NVE6411	K17266
NVE6412	K20402
NVE6413	K19007
NVE6464	K01974
NVE647	K20478
NVE6495	K10993
NVE6497	K08791
NVE6502	K10358
NVE6516	K04461
NVE6574	K01285
NVE6578	K10956
NVE6592	K05305
NVE6635	K00613
NVE6648	K01893
NVE6691	K14459
NVE6706	K20346
NVE6776	K16452
NVE6792	K13708
NVE6832	K12410
NVE6836	K00846
NVE6849	K15276
NVE6859	K01495
NVE6908	K04887
NVE6915	K08815
NVE6930	K04266
NVE6937	K21862
NVE6943	K16454
NVE6944	K11884
NVE6951	K08738
NVE6954	K17920
NVE6960	K18384
NVE6987	K12186
NVE7034	K06114
NVE7062	K14825
NVE7080	K12310
NVE7109	K10777
NVE7113	K02105
NVE7122	K09592
NVE7131	K11406
NVE7145	K00920
NVE7211	K00548
NVE7222	K00569
NVE7227	K15442
NVE7231	K15109
NVE7259	K00699
NVE7274	K10359
NVE7277	K01283
NVE729	K08369
NVE7299	K12815
NVE734	K12893
NVE7349	K21862
NVE741	K18628
NVE7439	K04605
NVE7492	K10267
NVE7510	K16809
NVE7515	K09510
NVE7545	K00451
NVE7570	K04377
NVE7572	K00469
NVE7583	K17043
NVE7689	K03132
NVE7723	K03929
NVE7733	K04950
NVE7745	K00918
NVE7768	K01376
NVE7782	K04284
NVE7792	K12460
NVE7811	K06093
NVE7822	K09377
NVE7824	K00826
NVE7825	K10579
NVE7849	K15759
NVE79	K13649
NVE7903	K05673
NVE7906	K05673
NVE7912	K04605
NVE7943	K08621
NVE7949	K04043
NVE7950	K15156
NVE7953	K11594
NVE7967	K12132
NVE8010	K08105
NVE8020	K14400
NVE8049	K09489
NVE8071	K01183
NVE8075	K01183
NVE8079	K09560
NVE8095	K18619
NVE8104	K12307
NVE8110	K11339
NVE8122	K13649
NVE8132	K06174
NVE8175	K01562
NVE8185	K00262
NVE8205	K07364
NVE8206	K20314
NVE8227	K01192
NVE8242	K10408
NVE8275	K05592
NVE8294	K05048
NVE8375	K02874
NVE8381	K17759
NVE8383	K19006
NVE8384	K19006
NVE8399	K09228
NVE8414	K06238
NVE8432	K06128
NVE8464	K06054
NVE8468	K21032
NVE8492	K03142
NVE8509	K18406
NVE8553	K06777
NVE8580	K13145
NVE8600	K11182
NVE863	K10443
NVE8639	K03251
NVE8640	K08059
NVE8677	K14821
NVE8679	K09090
NVE8731	K11304
NVE8733	K07883
NVE8740	K06068
NVE8826	K10685
NVE8863	K07304
NVE8867	K00731
NVE8870	K17509
NVE888	K12183
NVE8886	K10798
NVE8904	K11519
NVE891	K12382
NVE8919	K00542
NVE8924	K11593
NVE8972	K01565
NVE9015	K08574
NVE9018	K14025
NVE9072	K01068
NVE9077	K12804
NVE9149	K11838
NVE9159	K03841
NVE9171	K10268
NVE9215	K05193
NVE9234	K17495
NVE9240	K17410
NVE9250	K14307
NVE9253	K12348
NVE9267	K00249
NVE9296	K21625
NVE9312	K00504
NVE9319	K11590
NVE9329	K03953
NVE9339	K08202
NVE9354	K01363
NVE9413	K13517
NVE9414	K14347
NVE9422	K12857
NVE9425	K07374
NVE9453	K04231
NVE9470	K04705
NVE9490	K17505
NVE9500	K04449
NVE9523	K15445
NVE9586	K02212
NVE9587	K20029
NVE9589	K00666
NVE9645	K14995
NVE9647	K18422
NVE9653	K21052
NVE9702	K14842
NVE9833	K20183
NVE9851	K15420
NVE986	K14006
NVE988	K02599
NVE9883	K09428
NVE9889	K20098
NVE9894	K20795
NVE9899	K09699
NVE9907	K09522
NVE9911	K14391
NVE9925	K00643
NVE9929	K02493
NVE9960	K08491
NVE9987	K06698
# DESeq2/Condition bE.A bJ.A bA.A vs GF wt
NVE100	K07152
NVE10002	K08958
NVE1001	K12373
NVE10017	K14709
NVE10021	K17341
NVE10024	K17268
NVE10025	K02132
NVE10026	K01663
NVE10037	K05673
NVE10049	K03918
NVE10050	K01307
NVE10052	K06642
NVE10060	K12881
NVE10083	K12193
NVE10086	K11498
NVE10088	K15176
NVE10089	K00030
NVE10093	K15464
NVE10098	K08621
NVE10099	K08632
NVE10100	K10521
NVE10122	K03320
NVE10157	K16911
NVE10164	K11795
NVE10170	K17495
NVE10173	K13697
NVE10174	K12586
NVE10177	K05094
NVE10178	K06237
NVE10179	K06237
NVE10183	K03064
NVE10185	K16816
NVE10193	K04615
NVE10195	K09656
NVE10197	K17398
NVE10198	K13706
NVE10199	K14295
NVE10201	K06111
NVE10214	K09705
NVE10216	K12232
NVE10220	K04354
NVE10252	K20478
NVE10311	K13173
NVE10331	K18411
NVE10334	K10252
NVE10348	K09680
NVE10393	K10801
NVE10419	K02917
NVE10427	K06279
NVE10441	K03522
NVE10484	K17794
NVE1050	K04984
NVE10506	K18259
NVE10531	K15109
NVE10539	K06777
NVE10552	K17919
NVE10553	K02953
NVE10573	K03232
NVE10574	K02542
NVE10581	K20217
NVE10626	K06626
NVE10632	K00069
NVE10640	K14379
NVE10642	K03433
NVE10649	K13091
NVE10708	K22139
NVE1072	K05283
NVE10720	K07951
NVE10731	K16770
NVE10734	K09582
NVE1074	K03951
NVE10746	K05765
NVE10762	K00281
NVE10787	K04567
NVE10794	K09848
NVE10806	K14347
NVE10808	K10478
NVE10829	K22075
NVE10841	K18953
NVE10853	K02183
NVE10857	K02263
NVE10865	K05755
NVE10877	K10308
NVE10878	K01365
NVE10879	K01365
NVE10890	K04799
NVE10929	K17419
NVE10932	K19757
NVE10940	K08465
NVE10946	K07562
NVE1096	K16573
NVE10972	K04794
NVE10976	K00476
NVE10991	K17253
NVE11008	K22137
NVE11040	K17906
NVE11060	K08267
NVE11062	K03363
NVE11063	K20280
NVE11066	K04570
NVE11075	K05677
NVE1108	K19656
NVE11085	K01358
NVE11117	K03456
NVE11119	K12331
NVE11123	K01639
NVE11147	K00036
NVE11155	K19755
NVE11159	K10839
NVE11169	K08202
NVE11184	K02145
NVE11187	K11849
NVE11196	K16570
NVE112	K08963
NVE11204	K00750
NVE11208	K03521
NVE11215	K02156
NVE11219	K03038
NVE11229	K22422
NVE11230	K01365
NVE11235	K13126
NVE11249	K21889
NVE11250	K00744
NVE11257	K12200
NVE11261	K10369
NVE11262	K17356
NVE11282	K17495
NVE11283	K12236
NVE11295	K09666
NVE11306	K11090
NVE11322	K01880
NVE11323	K04911
NVE11333	K12869
NVE11337	K00710
NVE11338	K13990
NVE11339	K05719
NVE11346	K00921
NVE1135	K03243
NVE11351	K10356
NVE11357	K12160
NVE11362	K06238
NVE11365	K14838
NVE1138	K01669
NVE11387	K04552
NVE11389	K10421
NVE11406	K17916
NVE11407	K09542
NVE11413	K08876
NVE11428	K14777
NVE11432	K14611
NVE11447	K02987
NVE11463	K07199
NVE11483	K13093
NVE11485	K05662
NVE1149	K04809
NVE11506	K04612
NVE11514	K01077
NVE11517	K01077
NVE11539	K01254
NVE11540	K05607
NVE1155	K13525
NVE11569	K07820
NVE1157	K04615
NVE11577	K01620
NVE1158	K02889
NVE11580	K01245
NVE1159	K17253
NVE1160	K14616
NVE11601	K15728
NVE11613	K00738
NVE11632	K10080
NVE1165	K07378
NVE11678	K03454
NVE11688	K14411
NVE11689	K14411
NVE11713	K09488
NVE11717	K07953
NVE11718	K09310
NVE11743	K20473
NVE11745	K12389
NVE11749	K05636
NVE1175	K08515
NVE11761	K01889
NVE11781	K06855
NVE11802	K12876
NVE11807	K02958
NVE11823	K11150
NVE11826	K10389
NVE11827	K15100
NVE1183	K09108
NVE11833	K16669
NVE11840	K08496
NVE11841	K19363
NVE11846	K01948
NVE11847	K01948
NVE11883	K16866
NVE11909	K21853
NVE11910	K21853
NVE11918	K09490
NVE11919	K04043
NVE11922	K14963
NVE11926	K03926
NVE11928	K07368
NVE11941	K01301
NVE11943	K17885
NVE11959	K11493
NVE11962	K04796
NVE11963	K14564
NVE1199	K09228
NVE12	K04266
NVE1201	K13342
NVE12023	K13787
NVE12027	K09273
NVE12028	K09288
NVE12039	K13126
NVE12051	K03231
NVE12085	K07249
NVE12089	K10349
NVE12094	K03234
NVE12095	K00572
NVE12111	K17578
NVE12112	K00914
NVE12113	K11546
NVE12115	K15118
NVE1212	K11091
NVE12122	K02890
NVE12129	K10457
NVE12131	K04231
NVE12139	K13352
NVE12141	K10359
NVE12149	K03245
NVE12150	K21862
NVE12158	K05849
NVE12164	K02331
NVE1217	K19914
NVE12192	K04307
NVE12196	K10656
NVE1221	K01634
NVE12210	K07904
NVE12211	K03260
NVE12216	K04984
NVE12240	K04522
NVE12246	K01867
NVE1226	K13811
NVE12260	K08835
NVE1227	K13811
NVE12303	K16942
NVE12312	K14822
NVE12328	K09531
NVE12342	K07904
NVE12343	K15191
NVE12346	K19473
NVE12366	K19947
NVE1237	K19521
NVE12374	K13912
NVE12378	K12035
NVE1238	K00049
NVE12380	K19721
NVE12389	K00759
NVE12396	K08851
NVE12397	K11147
NVE12401	K14790
NVE12408	K08073
NVE12441	K04712
NVE12456	K02907
NVE12495	K12373
NVE12505	K01488
NVE12517	K00714
NVE12519	K11251
NVE12524	K14808
NVE12527	K03942
NVE12542	K00461
NVE12558	K10380
NVE12565	K10380
NVE12586	K12021
NVE1259	K04526
NVE126	K14951
NVE12610	K15198
NVE12627	K03028
NVE1264	K00972
NVE12649	K00760
NVE12650	K09582
NVE12654	K11731
NVE12664	K16219
NVE12665	K07827
NVE12669	K15161
NVE12675	K01110
NVE1268	K09627
NVE12705	K14555
NVE12739	K08187
NVE12748	K09848
NVE12750	K00232
NVE12751	K12405
NVE12755	K08465
NVE12757	K06756
NVE12759	K02734
NVE1276	K20478
NVE12789	K21066
NVE12804	K03351
NVE12805	K00008
NVE1282	K08889
NVE12823	K14411
NVE12824	K03174
NVE12849	K02151
NVE1285	K04659
NVE12850	K00020
NVE12856	K11651
NVE1286	K16866
NVE12866	K06890
NVE12867	K03258
NVE1287	K10809
NVE12873	K14399
NVE12874	K00275
NVE12884	K10684
NVE12889	K11716
NVE12898	K02213
NVE12901	K04598
NVE12903	K04550
NVE12905	K08824
NVE12906	K08187
NVE12908	K00734
NVE1291	K02548
NVE12914	K11850
NVE12920	K05719
NVE12922	K06560
NVE12928	K06560
NVE1293	K01793
NVE12932	K18212
NVE12933	K15448
NVE12935	K10356
NVE12941	K19673
NVE12944	K07375
NVE12955	K03066
NVE12958	K17356
NVE1296	K05463
NVE12962	K14616
NVE12966	K12389
NVE12986	K00079
NVE12987	K01783
NVE1299	K04984
NVE12991	K12567
NVE12992	K12567
NVE12994	K12818
NVE12996	K17278
NVE13003	K17964
NVE13009	K09497
NVE13010	K00140
NVE13011	K21775
NVE13014	K03106
NVE13015	K06115
NVE13027	K11997
NVE1303	K15104
NVE13031	K11492
NVE13039	K19912
NVE13076	K04375
NVE13078	K09430
NVE13080	K03353
NVE1309	K19328
NVE13093	K08371
NVE1311	K12275
NVE1312	K01197
NVE13123	K11427
NVE13124	K12870
NVE13129	K00966
NVE13138	K07955
NVE13139	K17782
NVE1315	K00861
NVE13160	K05765
NVE13163	K00615
NVE13170	K13528
NVE13171	K14561
NVE13177	K09487
NVE13179	K07374
NVE13205	K13347
NVE13207	K07019
NVE13231	K15015
NVE1326	K17302
NVE13266	K07178
NVE13277	K04946
NVE1330	K02148
NVE13301	K02925
NVE13313	K11855
NVE13315	K04374
NVE13347	K09523
NVE13350	K19677
NVE13366	K04523
NVE13368	K06840
NVE13389	K13748
NVE13401	K12185
NVE13412	K04135
NVE13413	K02296
NVE13418	K19944
NVE13419	K07964
NVE13423	K01477
NVE13447	K02868
NVE13460	K21890
NVE13493	K15162
NVE13506	K13748
NVE13515	K09506
NVE13516	K12394
NVE13520	K08343
NVE13529	K05769
NVE13532	K14165
NVE13550	K09660
NVE13555	K12259
NVE13572	K07424
NVE13578	K05592
NVE1360	K13297
NVE13600	K17361
NVE13606	K17768
NVE13657	K14407
NVE13658	K08770
NVE13661	K11405
NVE13662	K13171
NVE13676	K00164
NVE13682	K09550
NVE13683	K14994
NVE13686	K18587
NVE13688	K04534
NVE1369	K20726
NVE13707	K08626
NVE13711	K04796
NVE1373	K14720
NVE1374	K14720
NVE1375	K13937
NVE13763	K03660
NVE13767	K16475
NVE1377	K00587
NVE13784	K18643
NVE13794	K01866
NVE13802	K05702
NVE13830	K13137
NVE13858	K12169
NVE13871	K15281
NVE13893	K13202
NVE13905	K11092
NVE13907	K20056
NVE13908	K14560
NVE13909	K20215
NVE13911	K05884
NVE13914	K00387
NVE13916	K10369
NVE1392	K06532
NVE13923	K12384
NVE13930	K05931
NVE13935	K12393
NVE1394	K00147
NVE13942	K15283
NVE13950	K13983
NVE13952	K22188
NVE13964	K13199
NVE13965	K11789
NVE13974	K01764
NVE1398	K10728
NVE13981	K09232
NVE13984	K14009
NVE13993	K10703
NVE14007	K16942
NVE14019	K14798
NVE14030	K21763
NVE14035	K20794
NVE14036	K01939
NVE14044	K19993
NVE14046	K05039
NVE14064	K18166
NVE14073	K14020
NVE14076	K19360
NVE14083	K07944
NVE141	K08465
NVE14118	K01540
NVE14122	K04988
NVE14124	K20685
NVE1413	K13356
NVE14162	K17341
NVE14164	K17341
NVE14180	K07911
NVE14193	K00240
NVE14195	K04231
NVE1420	K00108
NVE14201	K05692
NVE14204	K12847
NVE14208	K01681
NVE14220	K05750
NVE14229	K08378
NVE14277	K20705
NVE14282	K12323
NVE14301	K00698
NVE14309	K09454
NVE14374	K22384
NVE14394	K22145
NVE14400	K07440
NVE14401	K02607
NVE14403	K02863
NVE14405	K17508
NVE14419	K08112
NVE14464	K12178
NVE14472	K14406
NVE14474	K13761
NVE14485	K01528
NVE14487	K00314
NVE14492	K13337
NVE14504	K13335
NVE14527	K00546
NVE14552	K17751
NVE14558	K12404
NVE14564	K15438
NVE14566	K13238
NVE14578	K15627
NVE1458	K02959
NVE14583	K00803
NVE1459	K12505
NVE14592	K01307
NVE14609	K19662
NVE14615	K06883
NVE1464	K19882
NVE14677	K09057
NVE14731	K12822
NVE14757	K04809
NVE14762	K17279
NVE14764	K13105
NVE14766	K00030
NVE14777	K15293
NVE14790	K22137
NVE14794	K03240
NVE14801	K13221
NVE14805	K19682
NVE14842	K15516
NVE14844	K01968
NVE14846	K06491
NVE14848	K00966
NVE14868	K04988
NVE14881	K12897
NVE14884	K07374
NVE14885	K07374
NVE14888	K19178
NVE14897	K16196
NVE14908	K19910
NVE14910	K00006
NVE14916	K04564
NVE14917	K09577
NVE14919	K08776
NVE14926	K02894
NVE14927	K09517
NVE14928	K16578
NVE14933	K07374
NVE14934	K12755
NVE1494	K20478
NVE14943	K15177
NVE1495	K20478
NVE14952	K17341
NVE14953	K17341
NVE14954	K17341
NVE14970	K12872
NVE14971	K20858
NVE14980	K02871
NVE14985	K01415
NVE14986	K08635
NVE14996	K11252
NVE15003	K19995
NVE15005	K22290
NVE15006	K13140
NVE15010	K19907
NVE1502	K01873
NVE15024	K05449
NVE15038	K14843
NVE15043	K16273
NVE15052	K17422
NVE15056	K20793
NVE15070	K08187
NVE15075	K12834
NVE15084	K10990
NVE15086	K09511
NVE15089	K03317
NVE15092	K19525
NVE15105	K04373
NVE15173	K18754
NVE15180	K11875
NVE15183	K10408
NVE15187	K16343
NVE15195	K00799
NVE15202	K00761
NVE15210	K02137
NVE15238	K19721
NVE15239	K19721
NVE15255	K17286
NVE15261	K04397
NVE15262	K02950
NVE15276	K15040
NVE15297	K00364
NVE15323	K15102
NVE15324	K07424
NVE15339	K15015
NVE1535	K03242
NVE15353	K11718
NVE15354	K09452
NVE15378	K07427
NVE15380	K07427
NVE15381	K03019
NVE15414	K17086
NVE15417	K19201
NVE15418	K18467
NVE15424	K00871
NVE15432	K13703
NVE15433	K07876
NVE15435	K03283
NVE15437	K15449
NVE15440	K13099
NVE15442	K16574
NVE15453	K09115
NVE15469	K04646
NVE15477	K08606
NVE15479	K18890
NVE15488	K07374
NVE15498	K09613
NVE15499	K02876
NVE155	K14021
NVE15511	K15439
NVE15516	K18592
NVE15530	K11471
NVE15537	K10301
NVE1554	K10578
NVE15540	K06127
NVE15550	K15290
NVE15554	K09048
NVE15556	K00500
NVE15569	K06778
NVE1557	K01349
NVE15571	K06778
NVE15576	K06778
NVE15603	K04150
NVE15607	K03260
NVE15614	K11142
NVE1563	K09500
NVE15654	K11411
NVE15668	K11253
NVE15669	K20477
NVE1567	K00830
NVE15673	K17414
NVE15677	K02264
NVE15678	K22390
NVE15688	K11713
NVE1569	K11778
NVE15723	K14085
NVE15724	K14085
NVE15730	K19904
NVE15731	K19911
NVE15733	K08056
NVE15734	K08056
NVE15735	K06847
NVE15752	K08675
NVE15754	K15363
NVE15785	K12171
NVE15790	K11842
NVE15797	K18081
NVE15815	K10397
NVE15830	K22282
NVE15835	K12666
NVE15838	K11418
NVE15854	K12751
NVE15856	K14703
NVE15857	K05094
NVE15868	K04289
NVE15873	K05850
NVE15879	K16288
NVE15882	K17951
NVE15886	K20689
NVE15887	K20689
NVE15893	K03676
NVE15896	K05763
NVE1591	K20795
NVE15913	K03036
NVE15925	K20704
NVE15926	K05941
NVE15927	K03017
NVE1593	K09564
NVE1595	K08736
NVE15961	K02881
NVE15962	K20347
NVE15963	K05857
NVE15966	K13988
NVE15967	K20347
NVE15969	K06978
NVE15973	K08681
NVE15974	K06215
NVE15980	K17382
NVE15999	K08816
NVE16000	K11977
NVE1602	K16353
NVE16028	K12849
NVE16031	K07424
NVE1605	K19502
NVE1609	K01201
NVE16101	K14191
NVE16104	K21852
NVE16105	K21852
NVE16109	K05051
NVE16114	K04984
NVE16115	K04984
NVE16118	K04375
NVE16136	K17255
NVE16149	K17499
NVE16181	K00820
NVE16202	K14310
NVE16224	K09552
NVE16228	K06971
NVE16238	K09497
NVE1625	K17915
NVE16256	K01749
NVE16259	K11514
NVE16286	K19022
NVE16289	K09640
NVE16290	K01206
NVE16308	K05768
NVE16318	K20285
NVE16336	K21554
NVE16339	K20365
NVE16354	K09442
NVE16356	K00933
NVE16360	K20223
NVE16373	K09304
NVE1639	K04488
NVE16396	K11321
NVE16398	K18710
NVE16405	K18741
NVE16406	K05955
NVE16423	K02319
NVE16427	K20191
NVE16435	K12846
NVE16441	K04967
NVE16451	K13421
NVE16453	K17266
NVE16468	K22125
NVE16470	K22125
NVE16474	K05094
NVE16481	K06816
NVE16485	K13084
NVE16489	K08465
NVE16490	K05048
