"","Contig","GO"
"136692","NVE18550","GO:0006956"
"136695","NVE18550","GO:0006958"
"136696","NVE18552","GO:0008053"
"136697","NVE18553",""
"136698","NVE18554","GO:0000062"
"136700","NVE18555",""
"136701","NVE18556","GO:0004820"
"136702","NVE18556","GO:0005739"
"136703","NVE18556","GO:0006260"
"136704","NVE18556","GO:0006281"
"136705","NVE18556","GO:0070150"
"136709","NVE18557","GO:0004712"
"136710","NVE18557","GO:0005524"
"136711","NVE18557","GO:0007093"
"136712","NVE18557","GO:0051304"
"136713","NVE18558","GO:0030695"
"136714","NVE18560","GO:0030695"
"136715","NVE18561","GO:0003993"
"136716","NVE18561","GO:0046872"
"136719","NVE18562","GO:0004169"
"136720","NVE18562","GO:0005789"
"136721","NVE18562","GO:0016021"
"136722","NVE18562","GO:0071712"
"136723","NVE18562","GO:0000030"
"136724","NVE18562","GO:0006493"
"136726","NVE18565","GO:0005509"
"136727","NVE18565","GO:0005245"
"136728","NVE18565","GO:0005891"
"136729","NVE18565","GO:0034765"
"136731","NVE18565","GO:0007601"
"136732","NVE18565","GO:0008331"
"136734","NVE18565","GO:0043029"
"136735","NVE18565","GO:0050856"
"136736","NVE18569","GO:0016021"
"136738","NVE18569","GO:0016746"
"136739","NVE18572","GO:0016021"
"136742","NVE18572","GO:0016811"
"136743","NVE18572","GO:0017000"
"136744","NVE18572","GO:0046872"
"136745","NVE18575","GO:0004843"
"136746","NVE18575","GO:0006511"
"136747","NVE18575","GO:0016579"
"136748","NVE18576","GO:0070492"
"136755","NVE18578","GO:0016021"
"136761","NVE18579","GO:0016021"
"136763","NVE18581","GO:0005198"
"136764","NVE18581","GO:0016010"
"136765","NVE18581","GO:0050808"
"136769","NVE18582","GO:0035091"
"136771","NVE18584","GO:0005524"
"136774","NVE18585","GO:0005524"
"136775","NVE18585","GO:0016020"
"136776","NVE18585","GO:0016021"
"136777","NVE18585","GO:0042626"
"136778","NVE18585","GO:0055085"
"136794","NVE18587","GO:0005524"
"136795","NVE18587","GO:0016020"
"136796","NVE18587","GO:0016021"
"136797","NVE18587","GO:0042626"
"136798","NVE18587","GO:0055085"
"136827","NVE18588","GO:0005524"
"136828","NVE18588","GO:0016020"
"136829","NVE18588","GO:0016021"
"136830","NVE18588","GO:0042626"
"136831","NVE18588","GO:0055085"
"136877","NVE18589","GO:0016888"
"136879","NVE18590","GO:0000159"
"136880","NVE18590","GO:0007165"
"136881","NVE18590","GO:0019888"
"136882","NVE18591","GO:0005524"
"136883","NVE18591","GO:0016020"
"136884","NVE18591","GO:0016021"
"136885","NVE18591","GO:0042626"
"136886","NVE18591","GO:0055085"
"136901","NVE18592","GO:0000159"
"136902","NVE18592","GO:0007165"
"136903","NVE18592","GO:0019888"
"136904","NVE18593","GO:0000786"
"136905","NVE18593","GO:0003677"
"136906","NVE18593","GO:0005634"
"136907","NVE18593","GO:0006334"
"136916","NVE18596","GO:0000462"
"136917","NVE18596","GO:0005730"
"136918","NVE18596","GO:0030686"
"136919","NVE18596","GO:0032040"
"136928","NVE18598",""
"136934","NVE18599",""
"136943","NVE18602",""
"136949","NVE18603",""
"136955","NVE18606","GO:0005245"
"136956","NVE18606","GO:0005261"
"136957","NVE18606","GO:0005886"
"136958","NVE18606","GO:0005891"
"136959","NVE18606","GO:0006816"
"136960","NVE18606","GO:0034220"
"136961","NVE18606","GO:0034765"
"136962","NVE18606","GO:0086010"
"136971","NVE18608","GO:0000775"
"136972","NVE18608","GO:0003696"
"136975","NVE18608","GO:0004674"
"136976","NVE18608","GO:0005524"
"136977","NVE18608","GO:0044877"
"137014","NVE18609","GO:0003975"
"137015","NVE18609","GO:0005789"
"137016","NVE18609","GO:0006487"
"137017","NVE18609","GO:0006489"
"137018","NVE18609","GO:0008963"
"137019","NVE18609","GO:0016021"
"137027","NVE18609","GO:0006488"
"137030","NVE18610","GO:0004674"
"137031","NVE18610","GO:0005524"
"137032","NVE18610","GO:0005634"
"137033","NVE18610","GO:0005737"
"137034","NVE18610","GO:0006468"
"137035","NVE18610","GO:0035556"
"137042","NVE18611","GO:0004674"
"137043","NVE18611","GO:0005524"
"137044","NVE18611","GO:0005634"
"137045","NVE18611","GO:0005737"
"137046","NVE18611","GO:0006468"
"137047","NVE18611","GO:0035556"
"137054","NVE18612","GO:0006807"
"137057","NVE18613","GO:0004550"
"137058","NVE18613","GO:0005622"
"137061","NVE18616","GO:0001784"
"137062","NVE18616","GO:0004842"
"137063","NVE18616","GO:0005509"
"137064","NVE18616","GO:0007166"
"137065","NVE18616","GO:0016874"
"137066","NVE18616","GO:0023051"
"137067","NVE18617","GO:0003735"
"137068","NVE18617","GO:0005840"
"137069","NVE18617","GO:0006412"
"137339","NVE18617","GO:0022625"
"137433","NVE18617",""
"137464","NVE18617","GO:0002181"
"137466","NVE18617","GO:0005634"
"137467","NVE18617","GO:0005829"
"137469","NVE18617","GO:0006464"
"137470","NVE18617","GO:0006511"
"137471","NVE18617","GO:0016567"
"137473","NVE18617","GO:0031386"
"137585","NVE18618","GO:0005215"
"137586","NVE18618","GO:0016021"
"137587","NVE18618","GO:0034220"
"137588","NVE18619","GO:0005215"
"137589","NVE18619","GO:0016021"
"137590","NVE18619","GO:0034220"
"137597","NVE18621","GO:0005215"
"137598","NVE18621","GO:0016021"
"137599","NVE18621","GO:0034220"
"137609","NVE18622","GO:0003735"
"137610","NVE18622","GO:0005840"
"137611","NVE18622","GO:0006412"
"137881","NVE18622","GO:0022625"
"137975","NVE18622",""
"138006","NVE18622","GO:0002181"
"138008","NVE18622","GO:0005634"
"138009","NVE18622","GO:0005829"
"138011","NVE18622","GO:0006464"
"138012","NVE18622","GO:0006511"
"138013","NVE18622","GO:0016567"
"138015","NVE18622","GO:0031386"
"138127","NVE18623","GO:0016180"
"138128","NVE18623","GO:0032039"
"138129","NVE18624","GO:0003777"
"138130","NVE18624","GO:0007018"
"138131","NVE18624","GO:0030286"
"138132","NVE18624","GO:0001539"
"138133","NVE18624","GO:0005858"
"138134","NVE18624","GO:0005929"
"138136","NVE18624","GO:0008569"
"138137","NVE18624","GO:0016021"
"138139","NVE18624","GO:0045503"
"138140","NVE18624","GO:0045505"
"138141","NVE18624","GO:0051959"
"138142","NVE18624","GO:0060271"
"138143","NVE18625","GO:0003700"
"138144","NVE18625","GO:0005634"
"138145","NVE18625","GO:0006351"
"138146","NVE18625","GO:0008270"
"138147","NVE18625","GO:0043565"
"138149","NVE18625","GO:0003707"
"138154","NVE18627","GO:0006338"
"138155","NVE18627","GO:0070603"
"138158","NVE18628","GO:0016491"
"138159","NVE18629","GO:0001522"
"138160","NVE18629","GO:0003723"
"138161","NVE18629","GO:0005634"
"138162","NVE18629","GO:0009982"
"138163","NVE18630","GO:0005887"
"138164","NVE18630","GO:0008519"
"138165","NVE18630","GO:0015695"
"138166","NVE18630","GO:0072488"
"138168","NVE18630","GO:0016021"
"138169","NVE18633","GO:0001539"
"138170","NVE18633","GO:0003777"
"138171","NVE18633","GO:0005524"
"138172","NVE18633","GO:0005858"
"138173","NVE18633","GO:0007018"
"138174","NVE18633","GO:0016887"
"138175","NVE18634","GO:0000786"
"138176","NVE18634","GO:0003677"
"138177","NVE18634","GO:0005634"
"138178","NVE18634","GO:0046982"
"138187","NVE18635","GO:0000786"
"138188","NVE18635","GO:0000790"
"138189","NVE18635","GO:0003677"
"138190","NVE18635","GO:0006342"
"138191","NVE18635","GO:0046982"
"138199","NVE18635","GO:0005634"
"138233","NVE18635","GO:0006334"
"138236","NVE18638","GO:0003777"
"138237","NVE18638","GO:0005524"
"138238","NVE18638","GO:0005871"
"138239","NVE18638","GO:0007018"
"138240","NVE18638","GO:0008017"
"138241","NVE18638","GO:0016887"
"138242","NVE18639","GO:0003777"
"138243","NVE18639","GO:0005524"
"138244","NVE18639","GO:0007018"
"138245","NVE18639","GO:0008017"
"138246","NVE18640","GO:0003777"
"138247","NVE18640","GO:0005524"
"138248","NVE18640","GO:0005871"
"138249","NVE18640","GO:0007018"
"138250","NVE18640","GO:0008017"
"138251","NVE18640","GO:0016887"
"138252","NVE18640","GO:0051256"
"138260","NVE18642",""
"138262","NVE18642","GO:0016021"
"138263","NVE18642","GO:0003723"
"138264","NVE18642","GO:0003968"
"138265","NVE18642","GO:0004197"
"138266","NVE18642","GO:0004252"
"138267","NVE18642","GO:0005524"
"138268","NVE18642","GO:0008026"
"138269","NVE18642","GO:0008270"
"138271","NVE18642","GO:0019028"
"138272","NVE18642","GO:0019062"
"138273","NVE18642","GO:0019087"
"138274","NVE18642","GO:0033644"
"138275","NVE18642","GO:0039503"
"138276","NVE18642","GO:0039520"
"138277","NVE18642","GO:0039694"
"138278","NVE18642","GO:0046718"
"138279","NVE18642","GO:0055036"
"138280","NVE18643","GO:0005622"
"138281","NVE18643","GO:0008270"
"138286","NVE18645","GO:0000940"
"138287","NVE18645","GO:0007059"
"138290","NVE18646","GO:0016021"
"138292","NVE18646",""
"138293","NVE18647","GO:0005794"
"138294","NVE18647","GO:0035091"
"138295","NVE18647","GO:0048870"
"138296","NVE18648","GO:0008270"
"138298","NVE18649","GO:0003700"
"138299","NVE18649","GO:0005634"
"138300","NVE18649","GO:0008270"
"138307","NVE18651","GO:0005887"
"138308","NVE18651","GO:0030368"
"138311","NVE18651","GO:0016021"
"138312","NVE18652","GO:0004521"
"138314","NVE18653",""
"138315","NVE18654","GO:0000145"
"138316","NVE18654","GO:0006904"
"138317","NVE18655","GO:0005634"
"138318","NVE18655","GO:0005813"
"138319","NVE18655","GO:0060271"
"138320","NVE18657","GO:0003677"
"138321","NVE18657","GO:0003700"
"138322","NVE18657","GO:0006352"
"138323","NVE18657","GO:0016987"
"138324","NVE18659",""
"138326","NVE18660",""
"138327","NVE18662","GO:0005524"
"138328","NVE18662","GO:0016020"
"138329","NVE18662","GO:0016021"
"138330","NVE18662","GO:0042626"
"138331","NVE18662","GO:0055085"
"138367","NVE18663","GO:0005524"
"138368","NVE18663","GO:0016020"
"138369","NVE18663","GO:0016021"
"138370","NVE18663","GO:0042626"
"138371","NVE18663","GO:0055085"
"138392","NVE18664","GO:0005524"
"138393","NVE18664","GO:0016020"
"138394","NVE18664","GO:0016021"
"138395","NVE18664","GO:0042626"
"138396","NVE18664","GO:0055085"
"138412","NVE18666",""
"138414","NVE18666","GO:0005576"
"138415","NVE18666","GO:0030414"
"138422","NVE18667","GO:0003684"
"138423","NVE18667","GO:0005524"
"138424","NVE18667","GO:0006298"
"138425","NVE18667","GO:0030983"
"138438","NVE18667",""
"138452","NVE18668","GO:0000786"
"138453","NVE18668","GO:0003677"
"138454","NVE18668","GO:0005634"
"138455","NVE18668","GO:0046982"
"138460","NVE18668",""
"138461","NVE18669","GO:0000786"
"138462","NVE18669","GO:0003677"
"138463","NVE18669","GO:0005634"
"138464","NVE18669","GO:0006334"
"138465","NVE18669","GO:0006352"
"138466","NVE18669","GO:0046982"
"138473","NVE18670","GO:0000786"
"138474","NVE18670","GO:0000790"
"138475","NVE18670","GO:0003677"
"138476","NVE18670","GO:0006342"
"138477","NVE18670","GO:0046982"
"138480","NVE18670","GO:0005634"
"138496","NVE18671","GO:0004364"
"138498","NVE18671",""
"138501","NVE18672","GO:0016301"
"138503","NVE18673","GO:0016021"
"138512","NVE18674","GO:0005773"
"138513","NVE18674","GO:0034722"
"138514","NVE18674","GO:0046900"
"138519","NVE18675","GO:0003951"
"138521","NVE18676","GO:0004930"
"138522","NVE18676","GO:0016021"
"138523","NVE18677","GO:0004568"
"138524","NVE18677","GO:0005576"
"138525","NVE18677","GO:0005975"
"138526","NVE18677","GO:0006032"
"138527","NVE18677","GO:0008061"
"138528","NVE18677","GO:0004553"
"138531","NVE18678","GO:0046983"
"138532","NVE18679","GO:0046983"
"138534","NVE18680","GO:0003677"
"138535","NVE18680","GO:0005634"
"138536","NVE18680","GO:0006351"
"138537","NVE18680","GO:0006355"
"138538","NVE18680","GO:0046983"
"138539","NVE18681","GO:0046983"
"138540","NVE18681","GO:0003677"
"138541","NVE18681","GO:0005634"
"138542","NVE18681","GO:0006351"
"138543","NVE18681","GO:0006355"
"138545","NVE18682","GO:0003677"
"138546","NVE18682","GO:0005634"
"138547","NVE18682","GO:0006351"
"138548","NVE18682","GO:0006355"
"138549","NVE18682","GO:0046983"
"138555","NVE18683","GO:0003677"
"138556","NVE18683","GO:0005634"
"138557","NVE18683","GO:0006351"
"138558","NVE18683","GO:0006355"
"138559","NVE18683","GO:0046983"
"138565","NVE18684","GO:0006891"
"138566","NVE18684","GO:0017119"
"138567","NVE18686","GO:0016491"
"138568","NVE18686","GO:0008667"
"138569","NVE18686","GO:0019290"
"138570","NVE18687","GO:0004181"
"138571","NVE18687","GO:0005615"
"138572","NVE18687","GO:0008270"
"138575","NVE18688",""
"138576","NVE18689","GO:0016021"
"138577","NVE18691","GO:0016021"
"138579","NVE18692","GO:0046872"
"138586","NVE18693","GO:0005509"
"138587","NVE18693","GO:0005544"
"138588","NVE18693","GO:0005886"
"138589","NVE18693","GO:0006887"
"138590","NVE18693","GO:0006906"
"138591","NVE18693","GO:0017158"
"138592","NVE18693","GO:0019905"
"138593","NVE18693","GO:0030276"
"138602","NVE18696","GO:0004674"
"138603","NVE18696","GO:0005524"
"138604","NVE18696","GO:0005622"
"138605","NVE18696","GO:0017049"
"138606","NVE18696","GO:0018105"
"138607","NVE18696","GO:0035556"
"138614","NVE18699","GO:0004017"
"138615","NVE18699","GO:0005524"
"138622","NVE18700","GO:0004497"
"138623","NVE18700","GO:0005506"
"138624","NVE18700","GO:0016021"
"138625","NVE18700","GO:0016705"
"138626","NVE18700","GO:0020037"
"138637","NVE18701","GO:0004497"
"138638","NVE18701","GO:0005506"
"138639","NVE18701","GO:0016021"
"138640","NVE18701","GO:0016705"
"138641","NVE18701","GO:0020037"
"138652","NVE18702","GO:0009039"
"138653","NVE18702","GO:0016151"
"138654","NVE18702","GO:0043419"
"138676","NVE18703","GO:0008502"
"138677","NVE18703","GO:0016021"
"138680","NVE18704","GO:0070492"
"138682","NVE18705","GO:0003676"
"138685","NVE18707","GO:0010181"
"138686","NVE18707","GO:0016491"
"138687","NVE18707","GO:0005524"
"138688","NVE18707","GO:0005737"
"138689","NVE18707","GO:0006457"
"138690","NVE18707","GO:0006950"
"138691","NVE18707","GO:0051082"
"138817","NVE18708","GO:0016021"
"138818","NVE18709","GO:0016021"
"138820","NVE18710","GO:0005509"
"138821","NVE18711","GO:0005758"
"138822","NVE18711","GO:0006122"
"138823","NVE18711","GO:0006123"
"138824","NVE18711","GO:0009055"
"138825","NVE18711","GO:0020037"
"138826","NVE18711","GO:0043280"
"138827","NVE18711","GO:0046872"
"138828","NVE18711","GO:0070469"
"138829","NVE18711","GO:0005739"
"138839","NVE18712","GO:0003924"
"138840","NVE18712","GO:0005525"
"138841","NVE18712","GO:0005802"
"138842","NVE18712","GO:0005829"
"138843","NVE18712","GO:0006895"
"138844","NVE18712","GO:0032456"
"138845","NVE18712","GO:0042742"
"138846","NVE18712","GO:0045335"
"138847","NVE18712","GO:0055037"
"138848","NVE18712","GO:0090382"
"138881","NVE18712","GO:0005768"
"138885","NVE18712","GO:0030100"
"138949","NVE18714","GO:0003677"
"138950","NVE18714","GO:0008270"
"138953","NVE18715","GO:0005548"
"138954","NVE18715","GO:0005622"
"138955","NVE18716","GO:0005548"
"138956","NVE18716","GO:0005622"
"138959","NVE18717","GO:0005787"
"138960","NVE18717","GO:0006465"
"138961","NVE18717","GO:0008233"
"138962","NVE18717","GO:0016021"
"138963","NVE18717","GO:0045047"
"138964","NVE18718","GO:0005787"
"138965","NVE18718","GO:0006465"
"138966","NVE18718","GO:0008233"
"138967","NVE18718","GO:0016021"
"138968","NVE18718","GO:0045047"
"138969","NVE18719","GO:0016491"
"138970","NVE18719","GO:0051537"
"138971","NVE18720","GO:0016021"
"138974","NVE18721","GO:0016021"
"138976","NVE18722","GO:0016021"
"138978","NVE18724","GO:0003677"
"138979","NVE18724","GO:0006310"
"138980","NVE18724","GO:0015074"
"138981","NVE18726","GO:0070492"
"138992","NVE18728","GO:0005509"
"138993","NVE18729","GO:0005737"
"138995","NVE18731","GO:0004930"
"138996","NVE18731","GO:0016021"
"139007","NVE18734","GO:0004930"
"139008","NVE18734","GO:0016021"
"139009","NVE18735","GO:0005524"
"139010","NVE18735","GO:0005829"
"139011","NVE18735","GO:0006457"
"139012","NVE18735","GO:0009408"
"139013","NVE18735","GO:0031072"
"139014","NVE18735","GO:0046872"
"139015","NVE18735","GO:0051082"
"139016","NVE18737","GO:0016021"
"139017","NVE18737","GO:0003676"
"139018","NVE18737","GO:0004003"
"139019","NVE18737","GO:0005524"
"139020","NVE18737","GO:0006281"
"139021","NVE18737","GO:0006310"
"139023","NVE18737","GO:0004386"
"139027","NVE18740","GO:0004930"
"139028","NVE18740","GO:0016021"
"139031","NVE18742","GO:0000124"
"139032","NVE18742","GO:0003713"
"139033","NVE18742","GO:0006357"
"139034","NVE18742","GO:0043966"
"139035","NVE18743","GO:0000124"
"139036","NVE18743","GO:0003713"
"139037","NVE18743","GO:0006357"
"139038","NVE18743","GO:0043966"
"139039","NVE18744","GO:0016491"
"139041","NVE18747",""
"139043","NVE18748","GO:0004674"
"139044","NVE18748","GO:0005524"
"139045","NVE18748","GO:0004672"
"139047","NVE18751","GO:0016787"
"139048","NVE18752","GO:0004930"
"139049","NVE18752","GO:0016021"
"139054","NVE18754","GO:0005680"
"139055","NVE18754","GO:0030071"
"139056","NVE18754","GO:0031145"
"139069","NVE18756","GO:0004326"
"139070","NVE18756","GO:0005524"
"139071","NVE18756","GO:0006730"
"139072","NVE18757","GO:0004326"
"139073","NVE18757","GO:0005524"
"139074","NVE18757","GO:0006730"
"139075","NVE18762","GO:0008168"
"139076","NVE18763","GO:0005070"
"139077","NVE18763","GO:0005085"
"139078","NVE18763","GO:0005622"
"139079","NVE18763","GO:0007165"
"139080","NVE18763","GO:0007264"
"139081","NVE18764","GO:0005070"
"139082","NVE18764","GO:0005085"
"139083","NVE18764","GO:0005622"
"139084","NVE18764","GO:0007165"
"139085","NVE18764","GO:0007264"
"139089","NVE18766","GO:0000398"
"139090","NVE18766","GO:0017070"
"139091","NVE18766","GO:0030621"
"139092","NVE18766","GO:0046540"
"139093","NVE18769","GO:0005509"
"139096","NVE18769","GO:0016021"
"139144","NVE18770","GO:0016021"
"139145","NVE18771","GO:0005509"
"139148","NVE18772","GO:0005887"
"139149","NVE18772","GO:0006828"
"139150","NVE18772","GO:0015279"
"139151","NVE18772","GO:0051480"
"139156","NVE18772","GO:0005262"
"139157","NVE18772","GO:0016021"
"139158","NVE18773","GO:0005887"
"139159","NVE18773","GO:0006828"
"139160","NVE18773","GO:0015279"
"139161","NVE18773","GO:0051480"
"139166","NVE18774","GO:0005887"
"139167","NVE18774","GO:0006828"
"139168","NVE18774","GO:0015279"
"139169","NVE18774","GO:0051480"
"139186","NVE18775","GO:0016021"
"139187","NVE18776","GO:0003924"
"139188","NVE18776","GO:0005525"
"139189","NVE18777","GO:0005509"
"139190","NVE18777","GO:0016021"
"139192","NVE18777","GO:0005576"
"139193","NVE18777","GO:0006030"
"139194","NVE18777","GO:0008061"
"139195","NVE18779","GO:0016114"
"139196","NVE18779","GO:0019288"
"139197","NVE18779","GO:0050518"
"139198","NVE18779","GO:0009847"
"139199","NVE18779","GO:0016020"
"139200","NVE18779","GO:0003824"
"139201","NVE18784","GO:0005509"
"139202","NVE18784","GO:0005576"
"139203","NVE18784","GO:0006030"
"139204","NVE18784","GO:0008061"
"139205","NVE18787","GO:0006886"
"139206","NVE18787","GO:0006888"
"139207","NVE18787","GO:0006890"
"139208","NVE18787","GO:0006891"
"139209","NVE18787","GO:0030126"
"139215","NVE18787","GO:0000139"
"139216","NVE18787","GO:0005198"
"139222","NVE18795","GO:0000463"
"139223","NVE18795","GO:0005654"
"139224","NVE18795","GO:0030687"
"139225","NVE18795","GO:0043021"
"139226","NVE18795","GO:0070545"
"139228","NVE18795","GO:0000466"
"139230","NVE18795","GO:0005730"
"139233","NVE18796","GO:0016620"
"139234","NVE18797","GO:0003924"
"139235","NVE18797","GO:0005525"
"139236","NVE18797","GO:0005737"
"139237","NVE18797","GO:0007165"
"139238","NVE18797","GO:0043087"
"139239","NVE18798","GO:0004198"
"139240","NVE18798","GO:0005509"
"139241","NVE18798","GO:0005737"
"139242","NVE18798","GO:0006508"
"139243","NVE18800","GO:0035091"
"139245","NVE18801","GO:0016740"
"139246","NVE18802","GO:0003677"
"139247","NVE18802","GO:0006355"
"139250","NVE18804","GO:0000155"
"139251","NVE18804","GO:0005622"
"139252","NVE18804","GO:0016021"
"139259","NVE18804","GO:0004029"
"139266","NVE18805","GO:0004129"
"139267","NVE18805","GO:0005507"
"139268","NVE18805","GO:0005743"
"139269","NVE18805","GO:0016021"
"139270","NVE18805","GO:0070469"
"139351","NVE18805","GO:0005739"
"139352","NVE18806","GO:0016788"
"139353","NVE18808","GO:0005509"
"139354","NVE18808","GO:0005544"
"139355","NVE18808","GO:0005886"
"139356","NVE18808","GO:0006906"
"139357","NVE18808","GO:0017158"
"139358","NVE18808","GO:0019905"
"139359","NVE18808","GO:0030276"
"139368","NVE18808","GO:0006887"
"139369","NVE18810","GO:0016740"
"139374","NVE18813","GO:0006807"
"139375","NVE18813","GO:0006808"
"139376","NVE18813","GO:0008081"
"139377","NVE18813","GO:0008773"
"139378","NVE18813","GO:0016021"
"139379","NVE18813","GO:0055085"
"139380","NVE18814","GO:0004175"
"139381","NVE18814","GO:0005634"
"139382","NVE18814","GO:0008234"
"139383","NVE18814","GO:0016926"
"139384","NVE18816","GO:0005509"
"139386","NVE18817","GO:0005509"
"139389","NVE18818","GO:0016021"
"139390","NVE18820","GO:0003341"
"139391","NVE18820","GO:0005524"
"139392","NVE18820","GO:0008569"
"139393","NVE18820","GO:0036157"
"139394","NVE18820","GO:0036158"
"139395","NVE18820","GO:0045503"
"139396","NVE18820","GO:0045505"
"139397","NVE18820","GO:0051959"
"139398","NVE18820","GO:0003777"
"139399","NVE18820","GO:0007018"
"139403","NVE18820","GO:0016887"
"139404","NVE18820","GO:0030286"
"139405","NVE18821","GO:0046872"
"139406","NVE18823","GO:0006751"
"139407","NVE18823","GO:0036374"
"139410","NVE18824","GO:0000055"
"139411","NVE18824","GO:0000056"
"139412","NVE18824","GO:0005049"
"139413","NVE18824","GO:0005634"
"139414","NVE18824","GO:0005737"
"139415","NVE18824","GO:0046825"
"139417","NVE18827","GO:0005524"
"139418","NVE18827","GO:0006869"
"139419","NVE18827","GO:0016021"
"139420","NVE18827","GO:0042626"
"139421","NVE18827","GO:0043231"
"139422","NVE18830","GO:0005089"
"139423","NVE18830","GO:0035023"
"139426","NVE18831","GO:0004691"
"139427","NVE18831","GO:0035023"
"139428","NVE18833","GO:0007165"
"139429","NVE18835","GO:0005929"
"139430","NVE18835","GO:0044458"
"139431","NVE18836","GO:0007165"
"139432","NVE18837","GO:0008233"
"139439","NVE18838","GO:0008233"
"139444","NVE18839","GO:0004252"
"139445","NVE18840","GO:0016787"
"139446","NVE18841","GO:0000786"
"139447","NVE18841","GO:0003677"
"139448","NVE18841","GO:0005634"
"139449","NVE18841","GO:0006334"
"139450","NVE18841","GO:0046982"
"139496","NVE18842","GO:0000786"
"139497","NVE18842","GO:0003677"
"139498","NVE18842","GO:0005634"
"139499","NVE18842","GO:0046982"
"139508","NVE18843","GO:0000786"
"139509","NVE18843","GO:0000790"
"139510","NVE18843","GO:0003677"
"139511","NVE18843","GO:0006342"
"139512","NVE18843","GO:0046982"
"139520","NVE18843","GO:0005634"
"139554","NVE18843","GO:0006334"
"139557","NVE18844","GO:0005085"
"139558","NVE18844","GO:0005622"
"139559","NVE18844","GO:0007264"
"139563","NVE18845","GO:0000050"
"139564","NVE18845","GO:0004070"
"139565","NVE18845","GO:0004087"
"139566","NVE18845","GO:0004088"
"139567","NVE18845","GO:0004151"
"139568","NVE18845","GO:0005524"
"139569","NVE18845","GO:0005737"
"139570","NVE18845","GO:0006207"
"139571","NVE18845","GO:0006526"
"139572","NVE18845","GO:0006541"
"139573","NVE18845","GO:0016597"
"139574","NVE18845","GO:0046872"
"139575","NVE18846","GO:0003351"
"139576","NVE18846","GO:1904158"
"139577","NVE18846","GO:1990716"
"139578","NVE18847","GO:0005643"
"139579","NVE18847","GO:0005654"
"139580","NVE18847","GO:0005829"
"139581","NVE18847","GO:0006607"
"139582","NVE18847","GO:0008139"
"139583","NVE18847","GO:0008565"
"139584","NVE18847","GO:0061608"
"139585","NVE18847","GO:0005634"
"139586","NVE18847","GO:0005737"
"139587","NVE18847","GO:0006606"
"139590","NVE18848","GO:0051015"
"139591","NVE18849","GO:0051015"
"139592","NVE18850","GO:0051015"
"139593","NVE18852","GO:0000124"
"139594","NVE18852","GO:0001102"
"139595","NVE18852","GO:0003677"
"139596","NVE18852","GO:0005669"
"139597","NVE18852","GO:0017025"
"139598","NVE18852","GO:0043966"
"139599","NVE18852","GO:0046695"
"139600","NVE18852","GO:0046982"
"139601","NVE18852","GO:0051123"
"139602","NVE18853","GO:0005783"
"139603","NVE18853","GO:0005794"
"139604","NVE18853","GO:0030008"
"139605","NVE18853","GO:0048193"
"139614","NVE18854","GO:0051087"
"139617","NVE18856","GO:0051087"
"139619","NVE18859","GO:0005524"
"139620","NVE18859","GO:0006139"
"139621","NVE18859","GO:0019205"
"139622","NVE18859","GO:0004127"
"139624","NVE18859","GO:0005634"
"139625","NVE18859","GO:0005737"
"139626","NVE18859","GO:0006207"
"139627","NVE18859","GO:0006221"
"139628","NVE18859","GO:0009041"
"139629","NVE18860","GO:0016021"
"139630","NVE18861","GO:0006661"
"139631","NVE18861","GO:0070772"
"139634","NVE18862","GO:0006661"
"139635","NVE18862","GO:0070772"
"139638","NVE18866","GO:0004602"
"139639","NVE18866","GO:0006979"
"139640","NVE18868","GO:0004623"
"139641","NVE18868","GO:0006644"
"139642","NVE18868","GO:0050482"
"139649","NVE18869","GO:0030246"
"139650","NVE18869","GO:0005524"
"139651","NVE18869","GO:0016887"
"139652","NVE18869","GO:0005886"
"139653","NVE18869","GO:0008808"
"139654","NVE18869","GO:0016021"
"139655","NVE18869","GO:0032049"
"139660","NVE18870","GO:0030246"
"139661","NVE18873","GO:0003824"
"139662","NVE18874","GO:0005737"
"139663","NVE18874","GO:0051179"
"139664","NVE18876","GO:0004623"
"139665","NVE18876","GO:0006644"
"139666","NVE18876","GO:0050482"
"139670","NVE18877","GO:0016021"
"139702","NVE18878","GO:0005524"
"139703","NVE18878","GO:0016021"
"139704","NVE18878","GO:0042626"
"139711","NVE18879","GO:0000460"
"139712","NVE18879","GO:0000470"
"139713","NVE18879","GO:0005654"
"139714","NVE18879","GO:0030687"
"139715","NVE18879","GO:0070545"
"139716","NVE18879","GO:0000463"
"139717","NVE18879","GO:0000466"
"139719","NVE18879","GO:0005730"
"139721","NVE18879","GO:0043021"
"139722","NVE18880","GO:0005524"
"139723","NVE18880","GO:0016021"
"139724","NVE18880","GO:0042626"
"139737","NVE18881","GO:0005634"
"139738","NVE18881","GO:0016429"
"139739","NVE18881","GO:0031515"
"139740","NVE18882","GO:0004888"
"139741","NVE18882","GO:0005230"
"139742","NVE18882","GO:0005886"
"139743","NVE18882","GO:0016021"
"139748","NVE18883",""
"139752","NVE18884","GO:0016021"
"139753","NVE18884","GO:0022857"
"139758","NVE18885","GO:0016021"
"139759","NVE18885","GO:0022857"
"139770","NVE18888","GO:0016021"
"139771","NVE18889","GO:0016567"
"139772","NVE18889","GO:0031436"
"139773","NVE18889","GO:0043065"
"139774","NVE18890","GO:0007155"
"139775","NVE18890","GO:0007229"
"139776","NVE18890","GO:0008305"
"139783","NVE18891","GO:0003824"
